onset	duration	value	event	stim_file
17234	0	20	cross/white	n/a
18703	0	20	cross/white	n/a
20173	0	20	cross/white	n/a
21210	0	111	button_press	n/a
21642	0	20	cross/white	n/a
23111	0	20	cross/white	n/a
23836	0	111	button_press	n/a
24581	0	20	cross/white	n/a
26050	0	20	cross/white	n/a
27520	0	20	cross/white	n/a
28989	0	20	cross/white	n/a
29881	0	111	button_press	n/a
30458	0	20	cross/white	n/a
31374	0	111	button_press	n/a
31927	0	20	cross/white	n/a
33397	0	20	cross/white	n/a
34866	0	20	cross/white	n/a
36335	0	20	cross/white	n/a
37060	0	111	button_press	n/a
37805	0	20	cross/white	n/a
39274	0	20	cross/white	n/a
39974	0	111	button_press	n/a
40743	0	20	cross/white	n/a
42212	0	20	cross/white	n/a
43682	0	20	cross/white	n/a
45151	0	20	cross/white	n/a
45923	0	111	button_press	n/a
46621	0	20	cross/white	n/a
48090	0	20	cross/white	n/a
49559	0	20	cross/white	n/a
51028	0	20	cross/white	n/a
51921	0	111	button_press	n/a
52498	0	20	cross/white	n/a
53366	0	111	button_press	n/a
53967	0	20	cross/white	n/a
55437	0	20	cross/white	n/a
56906	0	20	cross/white	n/a
58375	0	20	cross/white	n/a
59844	0	20	cross/white	n/a
60641	0	111	button_press	n/a
61699	0	200	feedback	n/a
62855	0	20	cross/white	n/a
64325	0	20	cross/white	n/a
65794	0	20	cross/white	n/a
67263	0	20	cross/white	n/a
68733	0	20	cross/white	n/a
70202	0	20	cross/white	n/a
71070	0	111	button_press	n/a
71671	0	20	cross/white	n/a
72492	0	111	button_press	n/a
73141	0	20	cross/white	n/a
74610	0	20	cross/white	n/a
76079	0	20	cross/white	n/a
76875	0	111	button_press	n/a
77549	0	20	cross/white	n/a
79018	0	20	cross/white	n/a
80487	0	20	cross/white	n/a
81957	0	20	cross/white	n/a
82753	0	111	button_press	n/a
83426	0	20	cross/white	n/a
84895	0	20	cross/white	n/a
86365	0	20	cross/white	n/a
87137	0	111	button_press	n/a
87834	0	20	cross/white	n/a
89303	0	20	cross/white	n/a
90100	0	111	button_press	n/a
90773	0	20	cross/white	n/a
92242	0	20	cross/white	n/a
93711	0	20	cross/white	n/a
95181	0	20	cross/white	n/a
96650	0	20	cross/white	n/a
97470	0	111	button_press	n/a
98119	0	20	cross/white	n/a
99589	0	20	cross/white	n/a
101058	0	20	cross/white	n/a
102071	0	111	button_press	n/a
102527	0	20	cross/white	n/a
103997	0	20	cross/white	n/a
105466	0	20	cross/white	n/a
106647	0	111	button_press	n/a
106935	0	200	feedback	n/a
108477	0	20	cross/white	n/a
109946	0	20	cross/white	n/a
111416	0	20	cross/white	n/a
112525	0	111	button_press	n/a
112885	0	20	cross/white	n/a
114354	0	20	cross/white	n/a
115198	0	111	button_press	n/a
115824	0	20	cross/white	n/a
117293	0	20	cross/white	n/a
118065	0	111	button_press	n/a
118762	0	20	cross/white	n/a
120232	0	20	cross/white	n/a
121701	0	20	cross/white	n/a
123170	0	20	cross/white	n/a
124087	0	111	button_press	n/a
124639	0	20	cross/white	n/a
126109	0	20	cross/white	n/a
127578	0	20	cross/white	n/a
128398	0	111	button_press	n/a
129047	0	20	cross/white	n/a
130517	0	20	cross/white	n/a
131986	0	20	cross/white	n/a
133455	0	20	cross/white	n/a
134203	0	111	button_press	n/a
134925	0	20	cross/white	n/a
136394	0	20	cross/white	n/a
137863	0	20	cross/white	n/a
138635	0	111	button_press	n/a
139333	0	20	cross/white	n/a
140298	0	111	button_press	n/a
140802	0	20	cross/white	n/a
142272	0	20	cross/white	n/a
143741	0	20	cross/white	n/a
145210	0	20	cross/white	n/a
145958	0	111	button_press	n/a
146679	0	20	cross/white	n/a
148149	0	20	cross/white	n/a
149618	0	20	cross/white	n/a
150342	0	111	button_press	n/a
151087	0	20	cross/white	n/a
152557	0	200	feedback	n/a
156633	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
157037	0	20	cross/white	n/a
159060	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
159422	0	20	cross/white	n/a
161445	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
161903	0	20	cross/white	n/a
164071	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
164600	0	20	cross/white	n/a
166672	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
167009	0	20	cross/white	n/a
169008	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
169466	0	20	cross/white	n/a
171586	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
172043	0	20	cross/white	n/a
174043	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
174380	0	20	cross/white	n/a
176427	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
176933	0	20	cross/white	n/a
179101	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
179559	0	20	cross/white	n/a
181607	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
182016	0	20	cross/white	n/a
184064	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
184472	0	20	cross/white	n/a
186520	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
186978	0	20	cross/white	n/a
187725	0	111	button_press	n/a
189049	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
189459	0	20	cross/white	n/a
191410	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
191747	0	20	cross/white	n/a
193770	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
194228	0	20	cross/white	n/a
196203	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
196540	0	20	cross/white	n/a
197144	0	111	button_press	n/a
198515	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
198949	0	20	cross/white	n/a
201093	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
201574	0	20	cross/white	n/a
203622	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
203983	0	20	cross/white	n/a
206079	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
206609	0	20	cross/white	n/a
208801	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
209283	0	20	cross/white	n/a
211306	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
211667	0	20	cross/white	n/a
213739	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
214244	0	20	cross/white	n/a
216388	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
216822	0	20	cross/white	n/a
217208	0	111	button_press	n/a
218941	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
219423	0	20	cross/white	n/a
221495	0	32	red/happy/standard/2	SHINEd_037_y_m_h_a.jpg
221880	0	20	cross/white	n/a
223880	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
224289	0	20	cross/white	n/a
226336	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
226770	0	20	cross/white	n/a
228865	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
229323	0	20	cross/white	n/a
231298	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
231636	0	20	cross/white	n/a
233563	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
233972	0	20	cross/white	n/a
235923	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
236260	0	20	cross/white	n/a
238163	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
238549	0	20	cross/white	n/a
240644	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
241150	0	20	cross/white	n/a
243318	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
243800	0	20	cross/white	n/a
245895	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
246329	0	20	cross/white	n/a
248304	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
248641	0	20	cross/white	n/a
250520	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
250857	0	20	cross/white	n/a
252736	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
253073	0	20	cross/white	n/a
254976	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
255313	0	20	cross/white	n/a
257385	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
257819	0	20	cross/white	n/a
259938	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
260420	0	20	cross/white	n/a
262516	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
262925	0	20	cross/white	n/a
264997	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
265454	0	20	cross/white	n/a
267646	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
268176	0	20	cross/white	n/a
270296	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
270681	0	20	cross/white	n/a
272729	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
273186	0	20	cross/white	n/a
275354	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
275860	0	20	cross/white	n/a
278028	0	15	red/angry/standard/5	SHINEd_010_y_f_a_a.jpg
278510	0	20	cross/white	n/a
278968	0	111	button_press	n/a
280557	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
280918	0	20	cross/white	n/a
282990	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
283496	0	20	cross/white	n/a
285616	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
286025	0	20	cross/white	n/a
288072	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
288458	0	20	cross/white	n/a
290361	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
290698	0	20	cross/white	n/a
292601	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
292962	0	20	cross/white	n/a
294841	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
295178	0	20	cross/white	n/a
297106	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
297514	0	20	cross/white	n/a
299586	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
300044	0	20	cross/white	n/a
302211	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
302741	0	20	cross/white	n/a
304933	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
305415	0	20	cross/white	n/a
307511	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
307896	0	20	cross/white	n/a
309944	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
310401	0	20	cross/white	n/a
312521	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
312979	0	20	cross/white	n/a
315098	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
315580	0	20	cross/white	n/a
317676	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
318085	0	20	cross/white	n/a
320133	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
320566	0	20	cross/white	n/a
321073	0	111	button_press	n/a
322758	0	36	red/happy/standard/6	SHINEd_028_y_f_h_a.jpg
323240	0	20	cross/white	n/a
323603	0	111	button_press	n/a
325432	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
325938	0	20	cross/white	n/a
328081	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
328539	0	20	cross/white	n/a
330659	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
331116	0	20	cross/white	n/a
333308	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
