onset	duration	value	event	stim_file
16898	0	20	cross/white	n/a
17266	0	20	cross/white	n/a
17573	0	111	button_press	n/a
18000	0	20	cross/white	n/a
18368	0	20	cross/white	n/a
18735	0	20	cross/white	n/a
19000	0	111	button_press	n/a
19470	0	20	cross/white	n/a
19681	0	111	button_press	n/a
20204	0	20	cross/white	n/a
20572	0	20	cross/white	n/a
20939	0	20	cross/white	n/a
21156	0	111	button_press	n/a
21674	0	20	cross/white	n/a
22041	0	20	cross/white	n/a
22270	0	111	button_press	n/a
22776	0	20	cross/white	n/a
22963	0	111	button_press	n/a
23510	0	20	cross/white	n/a
23878	0	20	cross/white	n/a
24071	0	111	button_press	n/a
24612	0	20	cross/white	n/a
24980	0	20	cross/white	n/a
25173	0	111	button_press	n/a
25714	0	20	cross/white	n/a
25925	0	111	button_press	n/a
26449	0	20	cross/white	n/a
26816	0	20	cross/white	n/a
27184	0	20	cross/white	n/a
27551	0	20	cross/white	n/a
27768	0	111	button_press	n/a
28015	0	200	feedback	n/a
28304	0	20	cross/white	n/a
28671	0	20	cross/white	n/a
29038	0	20	cross/white	n/a
29087	0	111	button_press	n/a
29406	0	20	cross/white	n/a
29773	0	20	cross/white	n/a
29978	0	111	button_press	n/a
30508	0	20	cross/white	n/a
30875	0	20	cross/white	n/a
31062	0	111	button_press	n/a
31610	0	20	cross/white	n/a
31821	0	111	button_press	n/a
32344	0	20	cross/white	n/a
32712	0	20	cross/white	n/a
33079	0	20	cross/white	n/a
33446	0	20	cross/white	n/a
33669	0	111	button_press	n/a
34181	0	20	cross/white	n/a
34398	0	111	button_press	n/a
34916	0	20	cross/white	n/a
35133	0	111	button_press	n/a
35650	0	20	cross/white	n/a
36018	0	20	cross/white	n/a
36217	0	111	button_press	n/a
36752	0	20	cross/white	n/a
37120	0	20	cross/white	n/a
37487	0	20	cross/white	n/a
37692	0	111	button_press	n/a
38222	0	20	cross/white	n/a
38433	0	111	button_press	n/a
38956	0	20	cross/white	n/a
39324	0	200	feedback	n/a
39709	0	20	cross/white	n/a
40076	0	20	cross/white	n/a
40444	0	20	cross/white	n/a
40703	0	111	button_press	n/a
41178	0	20	cross/white	n/a
41546	0	20	cross/white	n/a
41739	0	111	button_press	n/a
42154	0	111	button_press	n/a
42648	0	20	cross/white	n/a
43015	0	20	cross/white	n/a
43382	0	20	cross/white	n/a
43750	0	20	cross/white	n/a
43967	0	111	button_press	n/a
44484	0	20	cross/white	n/a
44725	0	111	button_press	n/a
45219	0	20	cross/white	n/a
45586	0	20	cross/white	n/a
45954	0	20	cross/white	n/a
46159	0	111	button_press	n/a
46688	0	20	cross/white	n/a
47056	0	20	cross/white	n/a
47261	0	111	button_press	n/a
47790	0	20	cross/white	n/a
