onset	duration	value	event	stim_file
63134	0	20	cross/white	n/a
64603	0	20	cross/white	n/a
65520	0	111	button_press	n/a
66072	0	20	cross/white	n/a
67542	0	20	cross/white	n/a
68241	0	111	button_press	n/a
69011	0	20	cross/white	n/a
70480	0	20	cross/white	n/a
71974	0	20	cross/white	n/a
72746	0	111	button_press	n/a
73443	0	20	cross/white	n/a
74912	0	20	cross/white	n/a
76382	0	20	cross/white	n/a
77851	0	20	cross/white	n/a
79320	0	20	cross/white	n/a
80116	0	111	button_press	n/a
80790	0	20	cross/white	n/a
82259	0	20	cross/white	n/a
83152	0	111	button_press	n/a
83728	0	20	cross/white	n/a
85198	0	20	cross/white	n/a
86667	0	20	cross/white	n/a
87367	0	111	button_press	n/a
89606	0	20	cross/white	n/a
90330	0	111	button_press	n/a
91075	0	20	cross/white	n/a
92544	0	20	cross/white	n/a
94013	0	20	cross/white	n/a
95483	0	20	cross/white	n/a
96231	0	111	button_press	n/a
96952	0	20	cross/white	n/a
98421	0	20	cross/white	n/a
99891	0	20	cross/white	n/a
101360	0	20	cross/white	n/a
102060	0	111	button_press	n/a
102829	0	20	cross/white	n/a
104299	0	20	cross/white	n/a
105119	0	111	button_press	n/a
105768	0	20	cross/white	n/a
107334	0	200	feedback	n/a
108779	0	20	cross/white	n/a
110248	0	20	cross/white	n/a
111718	0	20	cross/white	n/a
112442	0	111	button_press	n/a
113187	0	20	cross/white	n/a
114656	0	20	cross/white	n/a
116126	0	20	cross/white	n/a
116826	0	111	button_press	n/a
117595	0	20	cross/white	n/a
119064	0	20	cross/white	n/a
119812	0	111	button_press	n/a
120534	0	20	cross/white	n/a
122003	0	20	cross/white	n/a
123472	0	20	cross/white	n/a
124942	0	20	cross/white	n/a
125813	0	111	button_press	n/a
126459	0	20	cross/white	n/a
127928	0	20	cross/white	n/a
129398	0	20	cross/white	n/a
130122	0	111	button_press	n/a
130867	0	20	cross/white	n/a
132336	0	20	cross/white	n/a
133806	0	20	cross/white	n/a
134627	0	111	button_press	n/a
135275	0	20	cross/white	n/a
136312	0	111	button_press	n/a
136744	0	20	cross/white	n/a
138214	0	20	cross/white	n/a
139683	0	20	cross/white	n/a
141152	0	20	cross/white	n/a
141900	0	111	button_press	n/a
142622	0	20	cross/white	n/a
144091	0	20	cross/white	n/a
145560	0	20	cross/white	n/a
146308	0	111	button_press	n/a
147030	0	20	cross/white	n/a
148499	0	20	cross/white	n/a
149295	0	111	button_press	n/a
149968	0	20	cross/white	n/a
151438	0	20	cross/white	n/a
152907	0	200	feedback	n/a
154449	0	20	cross/white	n/a
