onset	duration	value	event	stim_file
538865	0	20	cross/white	n/a
540335	0	20	cross/white	n/a
541227	0	111	button_press	n/a
541804	0	20	cross/white	n/a
543273	0	20	cross/white	n/a
544743	0	20	cross/white	n/a
545659	0	111	button_press	n/a
546212	0	20	cross/white	n/a
547681	0	20	cross/white	n/a
549151	0	20	cross/white	n/a
550620	0	20	cross/white	n/a
552089	0	20	cross/white	n/a
553559	0	20	cross/white	n/a
554331	0	111	button_press	n/a
555028	0	20	cross/white	n/a
556497	0	20	cross/white	n/a
557967	0	20	cross/white	n/a
558715	0	111	button_press	n/a
559436	0	20	cross/white	n/a
560905	0	20	cross/white	n/a
561653	0	111	button_press	n/a
562375	0	20	cross/white	n/a
563844	0	20	cross/white	n/a
565313	0	20	cross/white	n/a
566783	0	20	cross/white	n/a
567651	0	111	button_press	n/a
568252	0	20	cross/white	n/a
569721	0	20	cross/white	n/a
571191	0	20	cross/white	n/a
572059	0	111	button_press	n/a
572660	0	20	cross/white	n/a
574129	0	20	cross/white	n/a
575599	0	20	cross/white	n/a
577068	0	20	cross/white	n/a
577840	0	111	button_press	n/a
578537	0	20	cross/white	n/a
580007	0	20	cross/white	n/a
581476	0	20	cross/white	n/a
583090	0	200	feedback	n/a
584511	0	20	cross/white	n/a
585980	0	20	cross/white	n/a
587017	0	111	button_press	n/a
587450	0	20	cross/white	n/a
588919	0	20	cross/white	n/a
589811	0	111	button_press	n/a
590388	0	20	cross/white	n/a
591858	0	20	cross/white	n/a
593327	0	20	cross/white	n/a
594796	0	20	cross/white	n/a
595593	0	111	button_press	n/a
596266	0	20	cross/white	n/a
597735	0	20	cross/white	n/a
599204	0	20	cross/white	n/a
599953	0	111	button_press	n/a
600674	0	20	cross/white	n/a
602143	0	20	cross/white	n/a
602843	0	111	button_press	n/a
603612	0	20	cross/white	n/a
605081	0	20	cross/white	n/a
606551	0	20	cross/white	n/a
608020	0	20	cross/white	n/a
608840	0	111	button_press	n/a
609490	0	20	cross/white	n/a
610959	0	20	cross/white	n/a
612428	0	20	cross/white	n/a
613466	0	111	button_press	n/a
613898	0	20	cross/white	n/a
615367	0	20	cross/white	n/a
616836	0	20	cross/white	n/a
617632	0	111	button_press	n/a
618306	0	20	cross/white	n/a
619775	0	20	cross/white	n/a
621244	0	20	cross/white	n/a
622714	0	20	cross/white	n/a
623485	0	111	button_press	n/a
624183	0	20	cross/white	n/a
625652	0	20	cross/white	n/a
626569	0	111	button_press	n/a
627122	0	20	cross/white	n/a
628615	0	200	feedback	n/a
630133	0	20	cross/white	n/a
631483	0	111	button_press	n/a
631602	0	20	cross/white	n/a
633071	0	20	cross/white	n/a
634540	0	20	cross/white	n/a
636010	0	20	cross/white	n/a
637479	0	20	cross/white	n/a
638372	0	111	button_press	n/a
638948	0	20	cross/white	n/a
640034	0	111	button_press	n/a
640418	0	20	cross/white	n/a
641887	0	20	cross/white	n/a
643356	0	20	cross/white	n/a
644826	0	20	cross/white	n/a
646295	0	20	cross/white	n/a
647140	0	111	button_press	n/a
647764	0	20	cross/white	n/a
649234	0	20	cross/white	n/a
650703	0	20	cross/white	n/a
651499	0	111	button_press	n/a
652172	0	20	cross/white	n/a
653642	0	20	cross/white	n/a
655111	0	20	cross/white	n/a
656317	0	111	button_press	n/a
656580	0	20	cross/white	n/a
658050	0	20	cross/white	n/a
659519	0	20	cross/white	n/a
660243	0	111	button_press	n/a
660988	0	20	cross/white	n/a
662242	0	111	button_press	n/a
662458	0	20	cross/white	n/a
663927	0	20	cross/white	n/a
665396	0	20	cross/white	n/a
666144	0	111	button_press	n/a
666866	0	20	cross/white	n/a
668335	0	20	cross/white	n/a
669804	0	20	cross/white	n/a
671298	0	20	cross/white	n/a
672767	0	20	cross/white	n/a
673636	0	111	button_press	n/a
674261	0	200	feedback	n/a
678284	0	111	button_press	n/a
678982	0	20	cross/white	n/a
680636	0	111	button_press	n/a
681366	0	20	cross/white	n/a
683390	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
683799	0	20	cross/white	n/a
685919	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
686425	0	20	cross/white	n/a
688617	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
689098	0	20	cross/white	n/a
691266	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
691748	0	20	cross/white	n/a
693796	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
694181	0	20	cross/white	n/a
696108	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
696445	0	20	cross/white	n/a
698324	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
698661	0	20	cross/white	n/a
699313	0	111	button_press	n/a
700564	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
700925	0	20	cross/white	n/a
702804	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
703141	0	20	cross/white	n/a
705044	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
705406	0	20	cross/white	n/a
707308	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
707670	0	20	cross/white	n/a
708129	0	111	button_press	n/a
709597	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
709982	0	20	cross/white	n/a
711981	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
712367	0	20	cross/white	n/a
714438	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
714944	0	20	cross/white	n/a
717160	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
717690	0	20	cross/white	n/a
