onset	duration	value	event	stim_file
13916	0	20	cross/white	n/a
14284	0	20	cross/white	n/a
14525	0	111	button_press	n/a
15018	0	20	cross/white	n/a
15386	0	20	cross/white	n/a
15603	0	111	button_press	n/a
16120	0	20	cross/white	n/a
16488	0	20	cross/white	n/a
16855	0	20	cross/white	n/a
17030	0	111	button_press	n/a
17590	0	20	cross/white	n/a
17957	0	20	cross/white	n/a
18138	0	111	button_press	n/a
18691	0	20	cross/white	n/a
18903	0	111	button_press	n/a
19426	0	20	cross/white	n/a
19601	0	111	button_press	n/a
20161	0	20	cross/white	n/a
20528	0	20	cross/white	n/a
20895	0	20	cross/white	n/a
21076	0	111	button_press	n/a
21630	0	20	cross/white	n/a
21997	0	20	cross/white	n/a
22178	0	111	button_press	n/a
22732	0	20	cross/white	n/a
23099	0	20	cross/white	n/a
23280	0	111	button_press	n/a
23834	0	20	cross/white	n/a
24201	0	20	cross/white	n/a
24569	0	20	cross/white	n/a
24750	0	111	button_press	n/a
24972	0	200	feedback	n/a
25322	0	20	cross/white	n/a
25689	0	20	cross/white	n/a
26056	0	20	cross/white	n/a
26273	0	111	button_press	n/a
26713	0	111	button_press	n/a
27158	0	20	cross/white	n/a
27526	0	20	cross/white	n/a
27893	0	20	cross/white	n/a
28104	0	111	button_press	n/a
28628	0	20	cross/white	n/a
28995	0	20	cross/white	n/a
29182	0	111	button_press	n/a
29730	0	20	cross/white	n/a
30097	0	20	cross/white	n/a
30464	0	20	cross/white	n/a
30657	0	111	button_press	n/a
31085	0	111	button_press	n/a
31566	0	20	cross/white	n/a
31934	0	20	cross/white	n/a
32301	0	20	cross/white	n/a
32668	0	20	cross/white	n/a
32855	0	111	button_press	n/a
33403	0	20	cross/white	n/a
33770	0	20	cross/white	n/a
33957	0	111	button_press	n/a
34505	0	20	cross/white	n/a
34698	0	111	button_press	n/a
35240	0	20	cross/white	n/a
35607	0	20	cross/white	n/a
35788	0	111	button_press	n/a
36342	0	200	feedback	n/a
36727	0	20	cross/white	n/a
37010	0	111	button_press	n/a
37462	0	20	cross/white	n/a
37829	0	20	cross/white	n/a
38022	0	111	button_press	n/a
38576	0	20	cross/white	n/a
38943	0	20	cross/white	n/a
39154	0	111	button_press	n/a
39678	0	20	cross/white	n/a
39919	0	111	button_press	n/a
40412	0	20	cross/white	n/a
40647	0	111	button_press	n/a
